measurement_id,cell_id,event_ts,availability_pct,signal_strength_dbm,sinr_db,latency_ms,downlink_mbps,uplink_mbps,packet_loss_pct,dropped_calls,active_users,data_traffic_gb,ingestion_batch_id
MED-00029237,CEL-00077,2026-08-07 18:00:00,99.738,-92.63,12.4,97.05,120.42,19.52,1.55,4,1158,96.38,BATCH-20260807-18
MED-00029238,CEL-00078,2026-08-07 18:00:00,99.784,-79.27,14.68,78.9,116.05,19.94,1.55,4,1126,85.02,BATCH-20260807-18
MED-00029239,CEL-00079,2026-08-07 18:00:00,99.861,-82.11,17.78,78.09,52.41,9.56,0.87,2,750,49.24,BATCH-20260807-18
MED-00029240,CEL-00080,2026-08-07 18:00:00,99.827,-87.98,13.2,80.77,53.92,7.8,0.99,4,820,90.44,BATCH-20260807-18
MED-00029241,CEL-00081,2026-08-07 18:00:00,99.907,-91.82,16.84,77.92,63.07,10.03,1.07,3,682,66.79,BATCH-20260807-18
MED-00029242,CEL-00082,2026-08-07 18:00:00,99.872,-88.08,17.3,68.59,78.16,15.29,0.39,4,584,38.62,BATCH-20260807-18
MED-00029243,CEL-00083,2026-08-07 18:00:00,99.9,-88.88,16.8,72.45,134.68,22.17,1.04,3,929,106.24,BATCH-20260807-18
MED-00029244,CEL-00084,2026-08-07 18:00:00,99.752,-77.79,15.54,92.38,126.63,22.96,1.43,3,1167,140.29,BATCH-20260807-18
MED-00029245,CEL-00085,2026-08-07 18:00:00,99.865,-91.34,15.02,75.96,62.76,13.04,0.44,2,649,64.05,BATCH-20260807-18
MED-00029246,CEL-00086,2026-08-07 18:00:00,99.739,-84.56,13.03,78.25,129.9,23.77,1.24,4,1056,82.48,BATCH-20260807-18
MED-00029247,CEL-00087,2026-08-07 18:00:00,99.935,-90.89,13.6,99.92,129.09,22.32,1.85,5,1206,153.94,BATCH-20260807-18
MED-00029248,CEL-00088,2026-08-07 18:00:00,99.832,-86.25,15.78,77.72,60.03,11.62,1.49,2,816,75.91,BATCH-20260807-18
MED-00029249,CEL-00089,2026-08-07 18:00:00,99.892,-96.36,14.65,87.4,49.97,8.38,1.16,5,692,59.15,BATCH-20260807-18
MED-00029250,CEL-00090,2026-08-07 18:00:00,99.902,-91.18,18.46,79.31,67.24,13.39,0.93,4,616,56.15,BATCH-20260807-18
MED-00029251,CEL-00091,2026-08-07 18:00:00,99.85,-83.36,17.84,76.68,73.22,11.38,1.07,2,607,56.31,BATCH-20260807-18
MED-00029252,CEL-00092,2026-08-07 18:00:00,99.845,-84.23,16.63,79.98,124.24,23.02,1.64,5,1147,135.75,BATCH-20260807-18
MED-00029253,CEL-00093,2026-08-07 18:00:00,99.829,-79.78,16.06,76.42,136.95,27.7,1.25,4,971,118.04,BATCH-20260807-18
MED-00029254,CEL-00094,2026-08-07 18:00:00,99.846,-84.79,17.53,73.2,,9.3,0.8,1,615,66.52,BATCH-20260807-18
MED-00029255,CEL-00095,2026-08-07 18:00:00,99.729,-80.13,10.98,84.42,128.84,22.34,1.7,4,1061,126.3,BATCH-20260807-18
MED-00029256,CEL-00096,2026-08-07 18:00:00,99.829,-85.93,15.63,85.38,138.68,24.9,1.49,5,1119,86.97,BATCH-20260807-18
MED-00029257,CEL-00097,2026-08-07 18:00:00,99.879,-91.27,21.72,84.38,52.6,11.86,0.6,3,654,73.91,BATCH-20260807-18
MED-00029258,CEL-00098,2026-08-07 18:00:00,99.824,-97.8,13.34,96.19,47.41,10.6,0.67,1,674,94.09,BATCH-20260807-18
MED-00029259,CEL-00099,2026-08-07 18:00:00,99.927,-93.32,20.49,85.96,68.79,12.46,0.98,4,724,58.97,BATCH-20260807-18
MED-00029260,CEL-00100,2026-08-07 18:00:00,99.879,-92.83,14.98,92.52,56.66,9.4,1.39,2,767,85.15,BATCH-20260807-18
MED-00029261,CEL-00101,2026-08-07 18:00:00,99.779,-83.61,15.58,75.17,144.5,28.94,1.53,5,1074,116.33,BATCH-20260807-18
MED-00029262,CEL-00102,2026-08-07 18:00:00,99.749,-97.72,11.65,102.32,117.07,23.96,2.14,6,1144,85.45,BATCH-20260807-18
MED-00029263,CEL-00103,2026-08-07 18:00:00,99.945,-95.11,10.67,80.9,51.85,5.91,0.83,3,609,39.09,BATCH-20260807-18
MED-00029264,CEL-00104,2026-08-07 18:00:00,99.844,-76.84,20.34,74.59,133.49,18.8,1.67,5,1038,121.64,BATCH-20260807-18
MED-00029265,CEL-00105,2026-08-07 18:00:00,99.84,-81.67,14.79,87.71,131.09,25.35,1.99,5,1103,82.54,BATCH-20260807-18
MED-00029266,CEL-00106,2026-08-07 18:00:00,99.883,-88.49,17.62,82.27,49.65,7.53,1.48,3,804,56.0,BATCH-20260807-18
MED-00029267,CEL-00107,2026-08-07 18:00:00,99.93,-93.48,12.75,92.64,52.91,8.6,1.03,3,819,102.01,BATCH-20260807-18
MED-00029268,CEL-00108,2026-08-07 18:00:00,99.87,-89.01,16.47,81.18,66.67,8.51,1.1,4,731,75.22,BATCH-20260807-18
MED-00029269,CEL-00109,2026-08-07 18:00:00,99.784,-90.72,15.7,82.71,67.63,11.64,1.17,1,775,55.58,BATCH-20260807-18
MED-00029270,CEL-00110,2026-08-07 18:00:00,99.865,-88.38,13.19,81.71,129.24,23.88,1.75,4,1108,105.25,BATCH-20260807-18
MED-00029271,CEL-00111,2026-08-07 18:00:00,95.298,-91.29,16.37,79.93,130.56,27.73,0.8,4,964,110.51,BATCH-20260807-18
MED-00029272,CEL-00112,2026-08-07 18:00:00,99.92,-94.86,12.35,91.88,42.73,4.36,1.15,3,725,100.48,BATCH-20260807-18
MED-00029273,CEL-00113,2026-08-07 18:00:00,99.812,-92.7,14.5,85.76,121.71,19.78,1.54,5,1104,103.25,BATCH-20260807-18
MED-00029274,CEL-00114,2026-08-07 18:00:00,99.849,-85.33,15.82,81.59,141.05,28.31,1.22,4,1115,81.94,BATCH-20260807-18
MED-00029275,CEL-00115,2026-08-07 18:00:00,99.832,-91.75,15.0,87.86,63.86,11.83,0.44,4,758,85.59,BATCH-20260807-18
MED-00029276,CEL-00116,2026-08-07 18:00:00,99.867,-93.83,17.6,98.62,46.57,8.39,0.95,4,787,85.73,BATCH-20260807-18
MED-00029277,CEL-00117,2026-08-07 18:00:00,99.899,-87.42,17.81,74.25,58.35,13.67,0.74,1,621,45.42,BATCH-20260807-18
MED-00029278,CEL-00118,2026-08-07 18:00:00,99.941,-92.09,13.49,85.86,52.24,7.97,0.89,2,701,53.85,BATCH-20260807-18
MED-00029279,CEL-00119,2026-08-07 18:00:00,99.795,-84.66,18.86,79.46,141.0,25.39,0.9,3,954,125.24,BATCH-20260807-18
MED-00029280,CEL-00120,2026-08-07 18:00:00,99.865,-87.21,13.8,81.03,131.81,24.45,1.54,3,1086,105.78,BATCH-20260807-18
MED-00029281,CEL-00121,2026-08-07 18:00:00,99.868,-92.49,21.57,80.11,53.31,9.88,1.17,0,681,60.4,BATCH-20260807-18
MED-00029282,CEL-00122,2026-08-07 18:00:00,99.775,-82.18,15.36,78.49,126.57,19.47,1.48,6,1124,87.96,BATCH-20260807-18
MED-00029283,CEL-00123,2026-08-07 18:00:00,99.827,-90.08,16.4,92.51,126.03,22.92,1.46,3,1134,135.82,BATCH-20260807-18
MED-00029284,CEL-00124,2026-08-07 18:00:00,99.789,-92.38,16.41,90.74,53.34,11.96,0.94,4,659,54.79,BATCH-20260807-18
MED-00029285,CEL-00125,2026-08-07 18:00:00,99.848,-92.45,15.82,82.49,57.12,11.06,0.96,2,705,51.07,BATCH-20260807-18
MED-00029286,CEL-00126,2026-08-07 18:00:00,99.923,-94.05,16.95,84.58,58.61,10.26,0.59,3,641,83.88,BATCH-20260807-18
MED-00029287,CEL-00127,2026-08-07 18:00:00,99.825,-96.59,13.82,92.2,46.23,8.19,1.26,4,773,101.71,BATCH-20260807-18
MED-00029288,CEL-00128,2026-08-07 18:00:00,99.831,-92.67,14.52,80.16,135.17,26.6,1.37,3,986,86.27,BATCH-20260807-18
MED-00029289,CEL-00129,2026-08-07 18:00:00,99.807,-95.3,9.07,95.16,113.3,19.43,1.35,5,1140,99.44,BATCH-20260807-18
MED-00029290,CEL-00130,2026-08-07 18:00:00,99.867,-90.56,18.61,78.21,62.41,13.07,1.08,3,724,50.81,BATCH-20260807-18
MED-00029290,CEL-00131,2026-08-07 18:00:00,99.846,-85.79,13.71,69.59,144.01,21.33,1.38,3,971,113.06,BATCH-20260807-18
MED-00029292,CEL-00132,2026-08-07 18:00:00,99.835,-89.99,17.83,80.41,129.88,24.3,1.28,4,1042,113.25,BATCH-20260807-18
MED-00029293,CEL-00133,2026-08-07 18:00:00,99.882,-85.26,20.19,78.51,63.69,11.45,1.31,3,666,85.35,BATCH-20260807-18
MED-00029294,CEL-00134,2026-08-07 18:00:00,99.99,-88.24,17.68,77.5,59.83,14.69,1.07,3,791,60.19,BATCH-20260807-18
MED-00029295,CEL-00135,2026-08-07 18:00:00,99.926,-94.64,17.24,94.84,40.75,6.48,0.68,4,795,84.79,BATCH-20260807-18
MED-00029296,CEL-00136,2026-08-07 18:00:00,99.859,-99.91,10.19,105.03,41.03,7.47,1.77,5,794,99.45,BATCH-20260807-18
MED-00029297,CEL-00137,2026-08-07 18:00:00,99.84,-89.36,15.03,81.69,129.04,22.77,1.32,4,1049,145.22,BATCH-20260807-18
MED-00029298,CEL-00138,2026-08-07 18:00:00,99.832,-89.32,14.22,78.2,129.59,23.19,1.55,5,1017,74.5,BATCH-20260807-18
MED-00029299,CEL-00139,2026-08-07 18:00:00,99.807,-96.74,14.71,96.26,52.73,8.46,1.65,4,755,90.54,BATCH-20260807-18
MED-00029300,CEL-00140,2026-08-07 18:00:00,99.855,-91.33,13.51,91.34,131.24,20.11,1.2,5,1181,121.35,BATCH-20260807-18
MED-00029301,CEL-00141,2026-08-07 18:00:00,99.836,-92.37,12.0,89.98,125.58,22.65,1.06,4,1065,123.28,BATCH-20260807-18
MED-00029302,CEL-00142,2026-08-07 18:00:00,99.927,-103.57,8.76,116.9,40.2,6.19,2.47,8,752,71.3,BATCH-20260807-18
MED-00029303,CEL-00143,2026-08-07 18:00:00,99.808,-82.7,18.19,82.78,55.93,11.46,1.41,4,829,69.61,BATCH-20260807-18
MED-00029304,CEL-00144,2026-08-07 18:00:00,99.953,-85.56,22.23,81.51,75.56,11.36,1.04,3,724,79.35,BATCH-20260807-18
MED-00029305,CEL-00145,2026-08-07 18:00:00,99.862,-88.05,17.1,78.54,65.86,10.57,1.06,3,792,83.73,BATCH-20260807-18
MED-00029306,CEL-00146,2026-08-07 18:00:00,99.801,-84.31,14.32,84.25,133.57,24.56,1.47,5,1139,149.45,BATCH-20260807-18
MED-00029307,CEL-00147,2026-08-07 18:00:00,99.857,-90.19,16.32,87.11,130.47,23.16,1.31,6,1059,120.26,BATCH-20260807-18
MED-00029308,CEL-00148,2026-08-07 18:00:00,95.309,-88.78,15.18,83.86,48.34,9.43,1.11,2,802,96.51,BATCH-20260807-18
MED-00029309,CEL-00149,2026-08-07 18:00:00,99.842,-88.73,15.31,80.38,129.28,21.48,1.9,2,1144,157.52,BATCH-20260807-18
MED-00029310,CEL-00150,2026-08-07 18:00:00,99.793,-91.89,12.71,96.32,123.47,23.95,1.99,5,1139,81.18,BATCH-20260807-18
MED-00029311,CEL-00151,2026-08-07 18:00:00,99.857,-89.15,20.01,71.52,71.05,13.69,0.68,1,649,40.14,BATCH-20260807-18
MED-00029312,CEL-00152,2026-08-07 18:00:00,99.874,-96.58,12.42,106.81,39.64,11.01,0.78,4,855,51.92,BATCH-20260807-18
MED-00029313,CEL-00153,2026-08-07 18:00:00,99.879,-96.29,18.14,81.43,59.53,9.99,0.9,4,587,65.27,BATCH-20260807-18
MED-00029314,CEL-00154,2026-08-07 18:00:00,99.847,-90.87,18.58,85.19,51.43,9.61,0.91,4,782,66.83,BATCH-20260807-18
MED-00029315,CEL-00155,2026-08-07 18:00:00,99.825,-94.52,13.24,94.16,116.54,20.86,1.29,5,1144,129.73,BATCH-20260807-18
MED-00029316,CEL-00156,2026-08-07 18:00:00,99.827,-84.31,16.45,73.99,146.07,27.44,1.42,2,1015,79.97,BATCH-20260807-18
MED-00029317,CEL-00157,2026-08-07 18:00:00,99.868,-84.64,19.01,84.77,68.93,12.09,0.84,3,708,89.74,BATCH-20260807-18
MED-00029318,CEL-00158,2026-08-07 18:00:00,99.696,-83.75,13.77,90.97,132.97,25.28,1.64,6,1185,77.19,BATCH-20260807-18
MED-00029319,CEL-00159,2026-08-07 18:00:00,99.837,-83.46,17.6,83.5,119.56,23.22,1.97,5,1203,159.56,BATCH-20260807-18
MED-00029320,,2026-08-07 18:00:00,99.948,-86.53,18.27,85.66,53.48,9.0,1.15,3,774,49.15,BATCH-20260807-18
MED-00029321,CEL-00161,2026-08-07 18:00:00,99.848,-92.54,15.95,91.42,60.27,12.02,1.63,3,823,94.52,BATCH-20260807-18
MED-00029322,CEL-00162,2026-08-07 18:00:00,99.825,-90.96,20.64,84.67,56.06,13.72,1.05,4,705,66.76,BATCH-20260807-18
MED-00029323,CEL-00163,2026-08-07 18:00:00,99.773,-91.67,17.47,76.96,55.93,9.28,0.75,2,590,48.27,BATCH-20260807-18
MED-00029324,CEL-00164,2026-08-07 18:00:00,99.819,-85.73,16.47,78.21,124.67,22.18,0.93,4,1109,142.79,BATCH-20260807-18
MED-00029325,CEL-00165,2026-08-07 18:00:00,99.847,-87.68,15.49,79.32,146.9,28.1,1.26,3,972,127.14,BATCH-20260807-18
MED-00029326,CEL-00166,2026-08-07 18:00:00,99.939,-90.4,19.71,76.45,53.77,13.69,1.46,3,672,84.41,BATCH-20260807-18
MED-00029327,CEL-00167,2026-08-07 18:00:00,99.771,-92.69,14.73,84.72,119.09,20.06,2.03,4,1086,97.1,BATCH-20260807-18
MED-00029328,CEL-00168,2026-08-07 18:00:00,99.777,-87.89,12.71,86.8,125.83,22.38,1.16,7,1192,77.98,BATCH-20260807-18
MED-00029329,CEL-00169,2026-08-07 18:00:00,99.86,-83.17,16.93,78.42,57.8,8.0,1.01,0,678,45.87,BATCH-20260807-18
MED-00029330,CEL-00170,2026-08-07 18:00:00,99.918,-88.73,19.95,72.65,58.8,13.01,0.95,3,640,83.52,BATCH-20260807-18
MED-00029331,CEL-00171,2026-08-07 18:00:00,99.868,-86.5,21.14,70.28,67.19,14.17,0.77,1,653,58.05,BATCH-20260807-18
MED-00029332,CEL-00172,2026-08-07 18:00:00,99.925,-86.87,17.55,69.29,60.9,8.29,0.94,1,576,46.86,BATCH-20260807-18
MED-00029333,CEL-00173,2026-08-07 18:00:00,99.812,-90.28,14.68,79.83,120.52,22.33,0.65,2,989,117.62,BATCH-20260807-18
MED-00029334,CEL-00174,2026-08-07 18:00:00,99.848,-89.02,15.58,82.38,129.61,23.38,0.99,5,1025,105.78,BATCH-20260807-18
MED-00029335,CEL-00175,2026-08-07 18:00:00,99.784,-92.67,16.85,83.22,50.51,8.83,1.07,5,711,47.3,BATCH-20260807-18
MED-00029336,CEL-00176,2026-08-07 18:00:00,99.79,-84.6,18.29,75.17,140.44,22.09,1.29,3,1025,139.83,BATCH-20260807-18
MED-00029337,CEL-00177,2026-08-07 18:00:00,99.817,-83.21,17.05,78.8,136.43,23.62,1.59,4,1109,120.07,BATCH-20260807-18
MED-00029338,CEL-00178,2026-08-07 18:00:00,99.882,-96.97,13.48,96.37,40.26,8.37,1.64,4,826,62.48,BATCH-20260807-18
MED-00029339,CEL-00179,2026-08-07 18:00:00,99.898,-94.07,19.14,82.79,50.72,10.98,0.95,4,663,63.68,BATCH-20260807-18
MED-00029340,CEL-00180,2026-08-07 18:00:00,99.818,-101.26,10.72,106.36,43.87,8.71,1.88,7,757,55.63,BATCH-20260807-18
MED-00029341,CEL-00001,2026-08-07 19:00:00,99.781,-88.42,15.39,80.88,53.39,8.24,1.2,3,743,69.38,BATCH-20260807-19
MED-00029342,CEL-00002,2026-08-07 19:00:00,99.825,-84.0,19.13,76.24,132.61,23.07,1.53,4,1025,125.57,BATCH-20260807-19
MED-00029343,CEL-00003,2026-08-07 19:00:00,99.949,-83.78,18.98,66.8,146.47,22.05,1.31,3,855,80.01,BATCH-20260807-19
MED-00029344,CEL-00004,2026-08-07 19:00:00,99.841,-88.15,16.55,75.72,61.71,7.21,1.46,4,711,49.12,BATCH-20260807-19
MED-00029345,CEL-00005,2026-08-07 19:00:00,99.782,-79.67,17.15,67.83,143.4,20.54,0.98,4,891,84.28,BATCH-20260807-19
MED-00029346,CEL-00006,2026-08-07 19:00:00,99.855,-87.56,16.34,77.51,139.31,24.16,1.21,3,879,104.03,BATCH-20260807-19
MED-00029347,CEL-00007,2026-08-07 19:00:00,99.854,-97.95,15.86,112.92,51.76,11.24,1.24,5,722,59.72,BATCH-20260807-19
MED-00029348,CEL-00008,2026-08-07 19:00:00,99.862,-95.26,15.0,97.97,52.66,9.51,0.93,4,788,80.33,BATCH-20260807-19
MED-00029349,CEL-00009,2026-08-07 19:00:00,99.934,-91.42,16.21,77.48,59.64,7.85,0.65,0,526,71.34,BATCH-20260807-19
MED-00029350,CEL-00010,2026-08-07 19:00:00,99.822,-93.79,13.14,78.07,58.45,8.67,0.67,4,598,72.03,BATCH-20260807-19
MED-00029351,CEL-00011,2026-08-07 19:00:00,99.828,-94.11,12.27,75.4,143.86,25.93,1.24,3,855,80.78,BATCH-20260807-19
MED-00029352,CEL-00012,2026-08-07 19:00:00,99.892,-88.1,13.25,72.31,140.46,25.91,1.09,3,1004,115.74,BATCH-20260807-19
MED-00029353,CEL-00013,2026-08-07 19:00:00,99.796,-83.38,17.99,80.19,58.99,12.24,0.98,6,706,49.16,BATCH-20260807-19
MED-00029354,CEL-00014,2026-08-07 19:00:00,99.876,-85.59,15.31,72.26,138.2,24.8,1.02,4,971,95.64,BATCH-20260807-19
MED-00029355,CEL-00015,2026-08-07 19:00:00,99.841,-84.52,19.74,83.52,136.45,23.52,1.8,2,1033,78.6,BATCH-20260807-19
MED-00029356,CEL-00016,2026-08-07 19:00:00,99.924,-88.69,18.38,77.87,58.69,7.49,1.01,2,632,79.56,BATCH-20260807-19
MED-00029357,CEL-00017,2026-08-07 19:00:00,99.83,-97.79,15.96,98.81,44.87,10.36,1.24,3,739,87.64,BATCH-20260807-19
MED-00029358,CEL-00018,2026-08-07 19:00:00,99.897,-87.98,20.53,76.07,66.94,10.51,0.43,3,664,57.63,BATCH-20260807-19
MED-00029359,CEL-00019,2026-08-07 19:00:00,99.878,-92.49,18.95,81.39,63.32,10.38,0.61,3,635,75.72,BATCH-20260807-19
MED-00029360,CEL-00020,2026-08-07 19:00:00,99.825,-85.67,17.56,66.51,158.92,28.9,0.81,4,850,90.99,BATCH-20260807-19
MED-00029361,CEL-00021,2026-08-07 19:00:00,99.883,-88.39,15.46,74.88,136.23,24.22,1.61,3,1009,127.81,BATCH-20260807-19
MED-00029362,CEL-00022,2026-08-07 19:00:00,99.925,-90.61,19.03,81.24,62.15,7.7,1.1,3,695,77.53,BATCH-20260807-19
MED-00029363,CEL-00023,2026-08-07 19:00:00,99.825,-87.15,15.89,71.05,138.66,25.64,1.35,5,995,64.73,BATCH-20260807-19
MED-00029364,CEL-00024,2026-08-07 19:00:00,99.869,-93.24,15.11,88.83,138.2,24.84,1.02,3,930,69.13,BATCH-20260807-19
MED-00029365,CEL-00025,2026-08-07 19:00:00,99.946,-94.32,15.45,82.46,57.62,10.9,0.49,2,685,75.92,BATCH-20260807-19
MED-00029366,CEL-00026,2026-08-07 19:00:00,99.896,-84.02,16.74,75.35,59.29,7.49,0.9,2,676,84.27,BATCH-20260807-19
MED-00029367,CEL-00027,2026-08-07 19:00:00,99.914,-83.22,20.88,80.17,71.11,15.36,1.14,1,661,68.48,BATCH-20260807-19
MED-00029368,CEL-00028,2026-08-07 19:00:00,99.941,-91.64,17.58,650.0,60.32,11.67,0.72,1,551,52.4,BATCH-20260807-19
MED-00029369,CEL-00029,2026-08-07 19:00:00,99.883,-86.89,18.77,67.4,142.96,25.64,1.55,2,879,114.96,BATCH-20260807-19
MED-00029370,CEL-00030,2026-08-07 19:00:00,99.858,-79.81,14.38,73.41,142.46,26.96,1.16,4,964,116.92,BATCH-20260807-19
MED-00029371,CEL-00031,2026-08-07 19:00:00,99.902,-82.21,17.68,82.55,70.44,16.61,0.68,4,683,43.57,BATCH-20260807-19
MED-00029372,CEL-00032,2026-08-07 19:00:00,99.834,-83.26,16.68,68.47,147.06,25.76,1.1,3,935,119.02,BATCH-20260807-19
MED-00029373,CEL-00033,2026-08-07 19:00:00,99.782,-87.65,13.09,77.9,123.2,20.3,1.5,3,1094,98.4,BATCH-20260807-19
MED-00029374,CEL-00034,2026-08-07 19:00:00,99.847,-98.58,17.31,91.67,52.09,14.12,1.78,4,622,69.11,BATCH-20260807-19
MED-00029375,CEL-00035,2026-08-07 19:00:00,99.825,-95.49,13.39,96.3,52.12,10.45,1.09,4,788,99.89,BATCH-20260807-19
MED-00029376,CEL-00036,2026-08-07 19:00:00,99.834,-89.05,16.09,76.79,67.33,13.1,1.17,1,662,89.66,BATCH-20260807-19
MED-00029377,CEL-00037,2026-08-07 19:00:00,95.372,-101.37,13.31,101.87,39.11,9.95,2.04,4,697,82.8,BATCH-20260807-19
MED-00029378,CEL-00038,2026-08-07 19:00:00,99.814,-92.31,14.14,83.56,135.19,22.65,1.28,3,977,105.75,BATCH-20260807-19
MED-00029379,CEL-00039,2026-08-07 19:00:00,99.854,-79.85,14.75,85.14,135.53,26.14,1.89,3,1044,134.46,BATCH-20260807-19
MED-00029380,CEL-00040,2026-08-07 19:00:00,99.82,-88.7,19.93,68.29,68.35,12.07,0.72,4,564,33.91,BATCH-20260807-19
MED-00029381,CEL-00041,2026-08-07 19:00:00,99.892,-79.79,18.29,69.82,146.7,27.21,0.94,4,934,72.24,BATCH-20260807-19
MED-00029382,CEL-00042,2026-08-07 19:00:00,99.811,-82.9,16.5,73.51,145.72,26.56,1.51,2,983,132.92,BATCH-20260807-19
MED-00029383,CEL-00043,2026-08-07 19:00:00,99.906,-87.38,15.2,91.42,66.17,11.06,1.32,2,777,54.29,BATCH-20260807-19
MED-00029384,CEL-00044,2026-08-07 19:00:00,99.799,-89.77,16.7,76.77,66.07,11.44,1.04,3,719,98.37,BATCH-20260807-19
MED-00029385,CEL-00045,2026-08-07 19:00:00,99.818,-89.05,21.48,66.04,68.62,13.29,0.34,0,526,49.12,BATCH-20260807-19
MED-00029386,CEL-00046,2026-08-07 19:00:00,99.849,-89.45,14.5,72.45,63.55,11.34,0.78,6,618,54.44,BATCH-20260807-19
MED-00029387,CEL-00047,2026-08-07 19:00:00,99.88,-83.79,16.45,70.5,135.98,25.81,1.27,3,980,99.45,BATCH-20260807-19
MED-00029388,CEL-00048,2026-08-07 19:00:00,99.922,-81.07,15.55,78.69,144.76,25.88,1.09,3,1057,147.33,BATCH-20260807-19
MED-00029389,CEL-00049,2026-08-07 19:00:00,99.972,-98.34,10.72,99.39,47.49,11.39,1.48,4,734,71.67,BATCH-20260807-19
MED-00029390,CEL-00050,2026-08-07 19:00:00,99.875,-87.49,15.81,70.94,134.77,26.05,0.98,3,974,63.1,BATCH-20260807-19
MED-00029391,CEL-00051,2026-08-07 19:00:00,99.862,-95.59,10.94,82.7,138.7,27.27,1.54,5,929,101.3,BATCH-20260807-19
MED-00029391,CEL-00052,2026-08-07 19:00:00,99.958,-81.46,19.1,79.02,69.56,11.14,1.16,4,641,64.71,BATCH-20260807-19
MED-00029393,CEL-00053,2026-08-07 19:00:00,99.996,-81.1,14.39,76.01,64.29,13.31,0.97,2,734,60.52,BATCH-20260807-19
MED-00029394,CEL-00054,2026-08-07 19:00:00,99.781,-85.4,18.53,78.56,62.62,10.42,0.77,2,645,81.21,BATCH-20260807-19
MED-00029395,CEL-00055,2026-08-07 19:00:00,99.901,-87.81,17.6,78.6,56.98,12.09,0.79,2,694,61.98,BATCH-20260807-19
MED-00029396,CEL-00056,2026-08-07 19:00:00,99.82,-83.24,16.89,72.4,143.32,26.09,1.37,4,979,132.43,BATCH-20260807-19
MED-00029397,CEL-00057,2026-08-07 19:00:00,99.736,-84.26,13.72,71.76,140.1,25.43,1.63,3,1009,68.39,BATCH-20260807-19
MED-00029398,CEL-00058,2026-08-07 19:00:00,99.865,-91.01,14.86,79.83,65.84,12.88,0.94,0,592,76.31,BATCH-20260807-19
MED-00029399,CEL-00059,2026-08-07 19:00:00,99.749,-93.18,13.3,86.21,126.34,20.25,1.82,4,1064,92.99,BATCH-20260807-19
MED-00029400,CEL-00060,2026-08-07 19:00:00,99.8,-84.72,16.93,72.87,143.68,25.16,1.55,5,994,78.33,BATCH-20260807-19
MED-00029401,CEL-00061,2026-08-07 19:00:00,99.88,-99.74,9.17,97.41,43.41,8.06,1.35,5,747,51.86,BATCH-20260807-19
MED-00029402,CEL-00062,2026-08-07 19:00:00,99.924,-88.38,17.69,65.56,71.71,15.34,0.33,3,579,50.73,BATCH-20260807-19
MED-00029403,CEL-00063,2026-08-07 19:00:00,99.834,-145.0,16.54,87.01,48.66,10.83,0.87,4,723,99.83,BATCH-20260807-19
MED-00029404,CEL-00064,2026-08-07 19:00:00,99.958,-89.75,22.98,71.64,73.3,16.63,0.71,0,516,38.2,BATCH-20260807-19
MED-00029405,CEL-00065,2026-08-07 19:00:00,99.904,-78.04,15.13,72.12,159.05,30.86,1.43,3,841,86.64,BATCH-20260807-19
MED-00029406,CEL-00066,2026-08-07 19:00:00,99.834,-82.9,20.1,69.43,134.78,22.23,1.26,1,955,107.17,BATCH-20260807-19
MED-00029407,CEL-00067,2026-08-07 19:00:00,99.864,-91.62,14.58,73.99,56.34,7.22,0.83,2,617,50.35,BATCH-20260807-19
MED-00029408,CEL-00068,2026-08-07 19:00:00,99.749,-82.57,16.36,72.14,142.0,26.62,1.73,2,949,60.85,BATCH-20260807-19
MED-00029409,CEL-00069,2026-08-07 19:00:00,99.836,-88.73,14.91,77.43,144.99,27.42,1.46,3,996,90.36,BATCH-20260807-19
MED-00029410,CEL-00070,2026-08-07 19:00:00,99.855,-90.63,20.9,70.73,62.77,13.32,0.71,1,561,58.35,BATCH-20260807-19
MED-00029411,CEL-00071,2026-08-07 19:00:00,99.903,-90.75,18.36,79.7,71.12,18.14,0.75,3,700,50.76,BATCH-20260807-19
MED-00029412,CEL-00072,2026-08-07 19:00:00,99.981,-94.38,14.51,77.34,55.85,10.54,1.31,0,558,47.15,BATCH-20260807-19
MED-00029413,CEL-00073,2026-08-07 19:00:00,99.946,-89.88,21.27,76.64,79.65,12.08,0.49,3,517,48.27,BATCH-20260807-19
MED-00029414,CEL-00074,2026-08-07 19:00:00,95.306,-90.1,15.06,69.19,147.97,25.65,1.19,2,876,74.39,BATCH-20260807-19
MED-00029415,CEL-00075,2026-08-07 19:00:00,99.824,-90.76,14.62,87.55,133.95,22.67,1.72,5,1014,140.68,BATCH-20260807-19
MED-00029416,CEL-00076,2026-08-07 19:00:00,99.804,-100.34,12.29,94.29,40.49,6.18,1.64,4,690,91.91,BATCH-20260807-19
MED-00029417,CEL-00077,2026-08-07 19:00:00,99.856,-94.72,11.27,90.46,110.99,22.31,1.44,4,1024,90.67,BATCH-20260807-19
MED-00029418,CEL-00078,2026-08-07 19:00:00,99.778,-85.29,15.8,68.78,140.42,24.93,1.39,6,914,82.5,BATCH-20260807-19
MED-00029419,CEL-00079,2026-08-07 19:00:00,99.865,-85.29,18.81,74.9,65.02,10.22,1.11,3,722,90.83,BATCH-20260807-19
MED-00029420,CEL-00080,2026-08-07 19:00:00,99.844,-88.07,15.3,75.81,68.33,14.03,1.34,1,770,58.18,BATCH-20260807-19
