survey_id,customer_id,subscription_id,response_date,survey_trigger,nps_score,csat_score,experience_area,feedback_category,survey_channel
ENC-000777,CLI-001049,SUB-001049,2026-08-05,Periódica,2,2,Atención,Atención satisfactoria,SMS
ENC-000778,CLI-001072,SUB-001072,2026-08-08,Cierre de ticket,7,4,Producto,Plan adecuado,App
ENC-000779,CLI-001095,SUB-001095,2026-08-11,Alta,1,1,Facturación,Cobro claro,Web
ENC-000780,CLI-001118,SUB-001118,2026-08-14,Cambio de plan,0,1,App,App fácil de usar,SMS
ENC-000781,CLI-001141,SUB-001141,2026-08-03,Periódica,5,3,Red,Cobertura insuficiente,App
ENC-000782,CLI-001164,SUB-001164,2026-08-06,Cierre de ticket,4,3,Red,Velocidad variable,Web
ENC-000783,CLI-001187,SUB-001187,2026-08-09,Alta,9,5,Atención,Atención satisfactoria,SMS
ENC-000784,CLI-001210,SUB-001210,2026-08-12,Cambio de plan,3,2,Producto,Plan adecuado,App
ENC-000785,CLI-001233,SUB-001233,2026-08-01,Periódica,2,2,Facturación,Cobro claro,Web
ENC-000786,CLI-001256,SUB-001256,2026-08-04,Cierre de ticket,7,4,App,App fácil de usar,SMS
ENC-000787,CLI-001279,SUB-001279,2026-08-07,Alta,6,4,Red,Cobertura insuficiente,App
ENC-000788,CLI-001302,SUB-001302,2026-08-10,Cambio de plan,0,1,Red,Velocidad variable,Web
ENC-000789,CLI-001325,SUB-001325,2026-08-13,Periódica,5,3,Atención,Atención satisfactoria,SMS
ENC-000790,CLI-001348,SUB-001348,2026-08-02,Cierre de ticket,4,3,Producto,Plan adecuado,App
ENC-000791,CLI-001371,SUB-001371,2026-08-05,Alta,9,5,Facturación,Cobro claro,Web
ENC-000792,CLI-001394,SUB-001394,2026-08-08,Cambio de plan,8,5,App,App fácil de usar,SMS
ENC-000793,CLI-001417,SUB-001417,2026-08-11,Periódica,2,2,Red,Cobertura insuficiente,App
ENC-000794,CLI-001440,SUB-001440,2026-08-14,Cierre de ticket,7,4,Red,Velocidad variable,Web
ENC-000795,CLI-001463,SUB-001463,2026-08-03,Alta,6,4,Atención,Atención satisfactoria,SMS
ENC-000796,CLI-001486,SUB-001486,2026-08-06,Cambio de plan,0,1,Producto,Plan adecuado,App
ENC-000797,CLI-999999,SUB-001509,2026-08-09,Periódica,10,5,Facturación,Cobro claro,Web
ENC-000798,CLI-001532,SUB-001532,2026-08-12,Cierre de ticket,4,3,App,App fácil de usar,SMS
ENC-000799,CLI-001555,SUB-001555,2026-08-01,Alta,9,5,Red,Cobertura insuficiente,App
ENC-000800,CLI-001578,SUB-001578,2026-08-04,Cambio de plan,8,5,Red,Velocidad variable,Web
