ticket_id,customer_id,subscription_id,cell_id,created_at,resolved_at,category,severity,ticket_status,channel,first_contact_resolution,sla_target_hours,resolution_hours,post_service_csat
TKT-000555,CLI-001019,SUB-001019,CEL-00114,2026-08-05 18:20:22,2026-08-07 01:20:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,30.24,4
TKT-000556,CLI-001036,SUB-001036,,2026-08-05 18:32:45,2026-08-06 21:32:45,Facturación,Media,Resuelto,App,true,24,26.56,4
TKT-000557,CLI-001053,SUB-001053,,2026-08-05 18:45:08,2026-08-07 00:45:08,Plan,Media,Resuelto,Web,false,24,29.09,
TKT-000558,CLI-001070,SUB-001070,,2026-08-05 18:57:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000559,CLI-001087,SUB-001087,CEL-00050,2026-08-05 19:09:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000560,CLI-001104,SUB-001104,CEL-00169,2026-08-05 19:22:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000561,CLI-001121,SUB-001121,CEL-00108,2026-08-05 19:34:40,2026-08-08 03:34:40,Llamadas,Alta,Cerrado,App,true,8,55.79,
TKT-000562,CLI-001138,SUB-001138,,2026-08-05 19:47:03,2026-08-06 12:47:03,Facturación,Media,Cerrado,Web,true,24,16.31,5
TKT-000563,CLI-001155,SUB-001155,,2026-08-05 19:59:26,2026-08-06 09:59:26,Plan,Media,Cerrado,Call center,true,24,13.77,5
TKT-000564,CLI-001172,SUB-001172,,2026-08-05 20:11:49,2026-08-05 23:11:49,Portabilidad,Baja,Cerrado,Tienda,true,72,2.57,5
TKT-000565,CLI-001189,SUB-001189,CEL-00044,2026-08-05 20:24:12,2026-08-08 09:24:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,60.57,
TKT-000566,CLI-001206,SUB-001206,CEL-00163,2026-08-05 20:36:35,2026-08-08 05:36:35,Velocidad,Alta,Resuelto,App,true,8,56.03,2
TKT-000567,CLI-001223,SUB-001223,CEL-99999,2026-08-05 20:48:58,2026-08-08 04:48:58,Llamadas,Alta,Resuelto,Web,false,8,55.89,2
TKT-000568,CLI-001240,SUB-001240,,2026-08-05 21:01:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000569,CLI-001257,SUB-001257,,2026-08-05 21:13:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000570,CLI-001274,SUB-001274,,2026-08-05 21:26:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000571,CLI-001291,SUB-001291,CEL-00038,2026-08-05 21:38:30,2026-08-08 02:38:30,Cobertura,Crítica,Cerrado,App,true,4,52.16,3
TKT-000572,CLI-001308,SUB-001308,CEL-00157,2026-08-05 21:50:53,2026-08-07 21:50:53,Velocidad,Alta,Cerrado,Web,true,8,47.16,3
TKT-000573,CLI-001325,SUB-001325,CEL-00096,2026-08-05 22:03:16,2026-08-06 09:03:16,Llamadas,Alta,Cerrado,Call center,true,8,10.58,
TKT-000574,CLI-001342,SUB-001342,,2026-08-05 22:15:39,2026-08-08 07:15:39,Facturación,Media,Cerrado,Tienda,true,24,56.18,2
TKT-000575,CLI-001359,SUB-001359,,2026-08-05 22:28:02,2026-08-06 07:28:02,Plan,Media,Cerrado,WhatsApp,true,24,8.61,5
TKT-000576,CLI-001376,SUB-001376,,2026-08-05 22:40:25,2026-08-06 23:40:25,Portabilidad,Baja,Resuelto,App,true,72,24.76,4
TKT-000577,CLI-001393,SUB-001393,CEL-00032,2026-08-05 22:52:48,2026-08-07 00:52:48,Cobertura,Crítica,Resuelto,Web,false,4,25.06,
TKT-000578,CLI-001410,SUB-001410,CEL-00151,2026-08-05 23:05:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000579,CLI-001427,SUB-001427,CEL-00090,2026-08-05 23:17:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000580,CLI-001444,SUB-001444,,2026-08-05 23:29:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000581,CLI-001461,SUB-001461,,2026-08-05 23:42:20,2026-08-06 18:42:20,Plan,Media,Cerrado,App,true,24,18.92,
TKT-000582,CLI-001478,SUB-001478,,2026-08-05 23:54:43,2026-08-06 20:54:43,Portabilidad,Baja,Cerrado,Web,true,72,20.9,4
TKT-000583,CLI-001495,SUB-001495,CEL-00026,2026-08-06 00:07:06,2026-08-06 14:07:06,Cobertura,Crítica,Cerrado,Call center,true,4,13.29,5
TKT-000584,CLI-001512,SUB-001512,CEL-00145,2026-08-06 00:19:29,2026-08-08 14:19:29,Velocidad,Alta,Cerrado,Tienda,true,8,61.07,2
TKT-000585,CLI-001529,SUB-001529,CEL-00084,2026-08-06 00:31:52,2026-08-07 11:31:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,34.8,
TKT-000586,CLI-001546,SUB-001546,,2026-08-06 00:44:15,2026-08-07 02:44:15,Facturación,Media,Resuelto,App,true,24,25.96,4
TKT-000587,CLI-001563,SUB-999999,,2026-08-06 00:56:38,2026-08-08 09:56:38,Plan,Media,Resuelto,Web,false,24,56.65,2
TKT-000588,CLI-001580,SUB-001580,,2026-08-06 01:09:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000589,CLI-001597,SUB-001597,CEL-00020,2026-08-06 01:21:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000590,CLI-001614,SUB-001614,CEL-00139,2026-08-06 01:33:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000591,CLI-001631,SUB-001631,CEL-00078,2026-08-06 01:46:10,2026-08-06 19:46:10,Llamadas,Alta,Cerrado,App,true,8,17.34,5
TKT-000592,CLI-001648,SUB-001648,,2026-08-06 01:58:33,2026-08-07 08:58:33,Facturación,Media,Cerrado,Web,true,24,30.43,4
TKT-000593,CLI-001665,SUB-001665,,2026-08-06 02:10:56,2026-08-06 23:10:56,Plan,Media,Cerrado,Call center,true,24,20.1,
TKT-000594,CLI-001682,SUB-001682,,2026-08-06 02:23:19,2026-08-08 22:23:19,Portabilidad,Baja,Cerrado,Tienda,true,72,67.35,2
TKT-000595,CLI-001699,SUB-001699,CEL-00014,2026-08-06 02:35:42,2026-08-07 05:35:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,26.34,4
TKT-000596,CLI-001716,SUB-001716,CEL-00133,2026-08-06 02:48:05,2026-08-07 03:48:05,Velocidad,Alta,Resuelto,App,true,8,24.29,4
TKT-000597,CLI-001733,SUB-001733,CEL-00072,2026-08-06 03:00:28,2026-08-07 05:00:28,Llamadas,Alta,Resuelto,Web,false,8,25.02,
TKT-000598,CLI-001750,SUB-001750,,2026-08-06 03:12:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000599,CLI-001767,SUB-001767,,2026-08-06 03:25:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000600,CLI-001784,SUB-001784,,2026-08-06 03:37:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000601,CLI-001801,SUB-001801,CEL-00008,2026-08-06 03:50:00,2026-08-08 01:50:00,Cobertura,Crítica,Cerrado,App,true,4,45.83,
TKT-000602,CLI-001818,SUB-001818,CEL-00127,2026-08-06 04:02:23,2026-08-07 04:02:23,Velocidad,Alta,Cerrado,Web,true,8,23.84,4
TKT-000603,CLI-001835,SUB-001835,CEL-00066,2026-08-06 04:14:46,2026-08-07 05:14:46,Llamadas,Alta,Cerrado,Call center,true,8,24.43,4
TKT-000604,CLI-001852,SUB-001852,,2026-08-06 04:27:09,2026-08-07 00:27:09,Facturación,Media,Cerrado,Tienda,true,24,19.97,4
TKT-000605,CLI-001869,SUB-001869,,2026-08-06 04:39:32,2026-08-08 09:39:32,Plan,Media,Cerrado,WhatsApp,true,24,52.37,
TKT-000606,CLI-001886,SUB-001886,,2026-08-06 04:51:55,2026-08-07 00:51:55,Portabilidad,Baja,Resuelto,App,true,72,19.59,4
TKT-000607,CLI-001903,SUB-001903,CEL-00002,2026-08-06 05:04:18,2026-08-09 00:04:18,Cobertura,Crítica,Resuelto,Web,false,4,66.28,2
TKT-000608,CLI-001920,SUB-001920,CEL-00121,2026-08-06 05:16:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000609,CLI-001937,SUB-001937,CEL-00060,2026-08-06 05:29:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000610,CLI-001954,SUB-001954,,2026-08-06 05:41:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000611,CLI-001971,SUB-001971,,2026-08-06 05:53:50,2026-08-09 01:53:50,Plan,Media,Cerrado,App,true,24,67.77,2
TKT-000612,CLI-001988,SUB-001988,,2026-08-06 06:06:13,2026-08-07 00:06:13,Portabilidad,Baja,Cerrado,Web,true,72,17.07,5
TKT-000613,CLI-002005,SUB-002005,CEL-00176,2026-08-06 06:18:36,2026-08-08 07:18:36,Cobertura,Crítica,Cerrado,Call center,true,4,48.53,
TKT-000614,CLI-002022,SUB-002022,CEL-00115,2026-08-06 06:30:59,2026-08-08 01:30:59,Velocidad,Alta,Cerrado,Tienda,true,8,42.94,3
TKT-000615,CLI-999999,SUB-002039,CEL-00054,2026-08-06 06:43:22,2026-08-08 06:43:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,47.16,3
TKT-000616,CLI-002056,SUB-002056,,2026-08-06 06:55:45,2026-08-08 04:55:45,Facturación,Media,Resuelto,App,true,24,45.64,3
TKT-000617,CLI-002073,SUB-002073,,2026-08-06 07:08:08,2026-08-06 14:08:08,Plan,Media,Resuelto,Web,false,24,6.58,
TKT-000618,CLI-002090,SUB-002090,,2026-08-06 07:20:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000619,CLI-002107,SUB-002107,CEL-00170,2026-08-06 07:32:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000620,CLI-002124,SUB-002124,CEL-00109,2026-08-06 07:45:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000621,CLI-002141,SUB-002141,CEL-00048,2026-08-06 07:57:40,2026-08-08 07:57:40,Llamadas,Alta,Cerrado,App,true,8,47.48,
TKT-000622,CLI-002158,SUB-002158,,2026-08-06 08:10:03,2026-08-09 04:10:03,Facturación,Media,Cerrado,Web,true,24,67.02,2
TKT-000623,CLI-002175,SUB-002175,,2026-08-06 08:22:26,2026-08-07 11:22:26,Plan,Media,Cerrado,Call center,true,24,26.66,4
TKT-000624,CLI-002192,SUB-002192,,2026-08-06 08:34:49,2026-08-08 00:34:49,Portabilidad,Baja,Cerrado,Tienda,true,72,39.88,3
TKT-000625,CLI-002209,SUB-002209,CEL-00164,2026-08-06 08:47:12,2026-08-08 10:47:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,49.58,
TKT-000626,CLI-002226,SUB-002226,CEL-00103,2026-08-06 08:59:35,2026-08-07 03:59:35,Velocidad,Alta,Resuelto,App,true,8,18.57,4
TKT-000627,CLI-002243,SUB-002243,CEL-00042,2026-08-06 09:11:58,2026-08-06 22:11:58,Llamadas,Alta,Resuelto,Web,false,8,12.18,5
TKT-000628,CLI-002260,SUB-002260,,2026-08-06 09:24:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000629,CLI-002277,SUB-002277,,2026-08-06 09:36:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000630,CLI-002294,SUB-002294,,2026-08-06 09:49:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000631,CLI-002311,SUB-002311,CEL-00158,2026-08-06 10:01:30,2026-08-08 16:01:30,Cobertura,Crítica,Cerrado,App,true,4,53.99,3
TKT-000632,CLI-002328,SUB-002328,CEL-00097,2026-08-06 10:13:53,2026-08-06 21:13:53,Velocidad,Alta,Cerrado,Web,true,8,10.39,5
TKT-000633,CLI-002345,SUB-002345,CEL-00036,2026-08-06 10:26:16,2026-08-08 23:26:16,Llamadas,Alta,Cerrado,Call center,true,8,60.24,
TKT-000633,CLI-002362,SUB-002362,,2026-08-06 10:38:39,2026-08-07 07:38:39,Facturación,Media,Cerrado,Tienda,true,24,20.99,4
TKT-000635,CLI-002379,SUB-002379,,2026-08-06 10:51:02,2026-08-08 20:51:02,Plan,Media,Cerrado,WhatsApp,true,24,57.23,2
TKT-000636,CLI-002396,SUB-002396,,2026-08-06 11:03:25,2026-08-07 08:03:25,Portabilidad,Baja,Resuelto,App,true,72,20.76,4
TKT-000637,CLI-002413,SUB-002413,CEL-00152,2026-08-06 11:15:48,2026-08-09 04:15:48,Cobertura,Crítica,Resuelto,Web,false,4,64.83,
TKT-000638,CLI-002430,SUB-002430,CEL-00091,2026-08-06 11:28:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000639,CLI-002447,SUB-002447,CEL-00030,2026-08-06 11:40:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000640,CLI-002464,SUB-002464,,2026-08-06 11:52:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000641,CLI-002481,SUB-002481,,2026-08-06 12:05:20,2026-08-08 10:05:20,Plan,Media,Cerrado,App,true,24,45.81,
TKT-000642,CLI-002498,SUB-002498,,2026-08-06 12:17:43,2026-08-07 21:17:43,Portabilidad,Baja,Cerrado,Web,true,72,32.42,4
TKT-000643,CLI-002515,SUB-002515,CEL-00146,2026-08-06 12:30:06,2026-08-09 10:30:06,Cobertura,Crítica,Cerrado,Call center,true,4,69.08,2
TKT-000644,CLI-002532,SUB-002532,CEL-00085,2026-08-06 12:42:29,2026-08-07 15:42:29,Velocidad,Alta,Cerrado,Tienda,true,8,26.36,4
TKT-000645,CLI-002549,SUB-002549,CEL-00024,2026-08-06 12:54:52,2026-08-08 02:54:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,38.0,
TKT-000646,CLI-002566,SUB-002566,,2026-08-06 13:07:15,2026-08-07 19:07:15,Facturación,Media,Resuelto,App,true,24,29.57,4
TKT-000647,CLI-002583,SUB-002583,,2026-08-06 13:19:38,2026-08-08 22:19:38,Plan,Media,Resuelto,Web,false,24,56.18,2
TKT-000648,CLI-002600,SUB-002600,,2026-08-06 13:32:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000649,CLI-002617,SUB-002617,CEL-00140,2026-08-06 13:44:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000650,CLI-002634,SUB-002634,CEL-00079,2026-08-06 13:56:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000651,CLI-002651,SUB-002651,CEL-00018,2026-08-06 14:09:10,2026-08-07 20:09:10,Llamadas,Alta,Cerrado,App,true,8,29.51,4
TKT-000652,CLI-002668,SUB-002668,,2026-08-06 14:21:33,2026-08-08 16:21:33,Facturación,Media,Cerrado,Web,true,24,49.77,3
TKT-000653,CLI-002685,SUB-002685,,2026-08-06 14:33:56,2026-08-06 20:33:56,Plan,Media,Cerrado,Call center,true,24,5.52,
TKT-000654,CLI-002702,SUB-002702,,2026-08-06 14:46:19,2026-08-08 23:46:19,Portabilidad,Baja,Cerrado,Tienda,true,72,56.1,2
TKT-000655,CLI-002719,SUB-002719,CEL-00134,2026-08-06 14:58:42,2026-08-08 22:58:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,55.7,2
TKT-000656,CLI-002736,SUB-002736,CEL-00073,2026-08-06 15:11:05,2026-08-07 21:11:05,Velocidad,Alta,Resuelto,App,true,8,29.29,4
TKT-000657,CLI-002753,SUB-002753,CEL-00012,2026-08-06 15:23:28,2026-08-07 09:23:28,Llamadas,Alta,Resuelto,Web,false,8,17.65,
TKT-000658,CLI-002770,SUB-002770,,2026-08-06 15:35:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000659,CLI-002787,SUB-002787,,2026-08-06 15:48:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000660,CLI-002804,SUB-002804,,2026-08-06 16:00:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000661,CLI-002821,SUB-002821,CEL-00128,2026-08-06 16:13:00,2026-08-08 04:13:00,Cobertura,Crítica,Cerrado,App,true,4,35.48,
TKT-000662,CLI-002838,SUB-002838,CEL-00067,2026-08-06 16:25:23,2026-08-09 03:25:23,Velocidad,Alta,Cerrado,Web,true,8,58.26,2
TKT-000663,CLI-002855,SUB-002855,CEL-00006,2026-08-06 16:37:46,2026-08-08 11:37:46,Llamadas,Alta,Cerrado,Call center,true,8,42.01,3
TKT-000664,CLI-002872,SUB-002872,,2026-08-06 16:50:09,2026-08-08 12:50:09,Facturación,Media,Cerrado,Tienda,true,24,43.67,3
TKT-000665,CLI-002889,SUB-002889,,2026-08-06 17:02:32,2026-08-08 08:02:32,Plan,Media,Cerrado,WhatsApp,true,24,38.71,
TKT-000666,CLI-002906,SUB-002906,,2026-08-06 17:14:55,2026-08-08 12:14:55,Portabilidad,Baja,Resuelto,App,true,72,42.49,3
TKT-000667,CLI-002923,SUB-002923,CEL-00122,2026-08-06 17:27:18,2026-08-08 11:27:18,Cobertura,Crítica,Resuelto,Web,false,4,41.35,3
TKT-000668,CLI-002940,SUB-002940,CEL-00061,2026-08-06 17:39:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000669,CLI-002957,SUB-002957,CEL-00180,2026-08-06 17:52:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000670,CLI-002974,SUB-002974,,2026-08-06 18:04:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000671,CLI-002991,SUB-002991,,2026-08-06 18:16:50,2026-08-07 17:16:50,Plan,Media,Cerrado,App,true,24,22.13,4
TKT-000672,CLI-000008,SUB-003008,,2026-08-06 18:29:13,2026-08-07 09:29:13,Portabilidad,Baja,Cerrado,Web,true,72,14.21,5
TKT-000673,CLI-000025,SUB-003025,CEL-00116,2026-08-06 18:41:36,2026-08-09 12:41:36,Cobertura,Crítica,Cerrado,Call center,true,4,65.81,
TKT-000674,CLI-000042,SUB-003042,CEL-00055,2026-08-06 18:53:59,2026-08-08 09:53:59,Velocidad,Alta,Cerrado,Tienda,true,8,38.4,3
TKT-000675,CLI-000059,SUB-003059,CEL-00174,2026-08-06 19:06:22,2026-08-09 18:06:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,70.45,2
TKT-000676,CLI-000076,SUB-003076,,2026-08-06 19:18:45,2026-08-09 02:18:45,Facturación,Media,Resuelto,App,true,24,54.3,2
TKT-000677,CLI-000093,SUB-003093,,2026-08-06 19:31:08,2026-08-07 22:31:08,Plan,Media,Resuelto,Web,false,24,26.04,
TKT-000678,CLI-000110,SUB-003110,,2026-08-06 19:43:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000679,CLI-000127,SUB-003127,CEL-00110,2026-08-06 19:55:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000680,CLI-000144,SUB-003144,CEL-00049,2026-08-06 20:08:17,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000681,CLI-000161,SUB-003161,CEL-00168,2026-08-06 20:20:40,2026-08-09 12:20:40,Llamadas,Alta,Cerrado,App,true,8,63.96,
TKT-000682,CLI-000178,SUB-003178,,2026-08-06 20:33:03,2026-08-08 16:33:03,Facturación,Media,Cerrado,Web,true,24,43.57,3
TKT-000683,CLI-000195,SUB-003195,,2026-08-06 20:45:26,2026-08-08 09:45:26,Plan,Media,Cerrado,Call center,true,24,36.57,3
TKT-000684,CLI-000212,SUB-003212,,2026-08-06 20:57:49,2026-08-09 09:57:49,Portabilidad,Baja,Cerrado,Tienda,true,72,60.12,2
TKT-000685,CLI-000229,SUB-003229,CEL-00104,2026-08-06 21:10:12,2026-08-07 20:10:12,Cobertura,Crítica,Cerrado,WhatsApp,true,4,22.02,
TKT-000686,CLI-000246,SUB-003246,CEL-00043,2026-08-06 21:22:35,2026-08-07 07:22:35,Velocidad,Alta,Resuelto,App,true,8,9.8,5
TKT-000687,CLI-000263,SUB-003263,CEL-00162,2026-08-06 21:34:58,2026-08-07 16:34:58,Llamadas,Alta,Resuelto,Web,false,8,18.83,4
TKT-000688,CLI-000280,SUB-003280,,2026-08-06 21:47:21,,Facturación,Media,En progreso,Call center,,24,,
TKT-000689,CLI-000297,SUB-003297,,2026-08-06 21:59:44,,Plan,Media,En progreso,Tienda,,24,,
TKT-000690,CLI-000314,SUB-003314,,2026-08-06 22:12:07,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000691,CLI-000331,SUB-003331,CEL-00098,2026-08-06 22:24:30,2026-08-08 13:24:30,Cobertura,Crítica,Cerrado,App,true,4,38.48,3
TKT-000692,CLI-000348,SUB-003348,CEL-00037,2026-08-06 22:36:53,2026-08-09 21:36:53,Velocidad,Alta,Cerrado,Web,true,8,70.24,2
TKT-000693,CLI-000365,SUB-003365,CEL-00156,2026-08-06 22:49:16,2026-08-08 23:49:16,Llamadas,Alta,Cerrado,Call center,true,8,48.35,
TKT-000694,CLI-000382,SUB-003382,,2026-08-06 23:01:39,2026-08-08 00:01:39,Facturación,Media,Cerrado,Tienda,true,24,24.05,4
TKT-000695,CLI-000399,SUB-003399,,2026-08-06 23:14:02,2026-08-08 16:14:02,Plan,Media,Cerrado,WhatsApp,true,24,40.68,3
TKT-000696,CLI-000416,SUB-003416,,2026-08-06 23:26:25,2026-08-08 16:26:25,Portabilidad,Baja,Resuelto,App,true,72,40.85,3
TKT-000697,CLI-000433,SUB-003433,CEL-00092,2026-08-06 23:38:48,2026-08-09 13:38:48,Cobertura,Crítica,Resuelto,Web,false,4,61.25,
TKT-000698,CLI-000450,SUB-003450,CEL-00031,2026-08-06 23:51:11,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000699,CLI-000467,SUB-003467,CEL-00150,2026-08-07 00:03:34,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000700,CLI-000484,SUB-003484,,2026-08-07 00:15:57,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000701,CLI-000501,SUB-003501,,2026-08-07 00:28:20,2026-08-08 01:28:20,Plan,Media,Cerrado,App,true,24,24.94,
TKT-000702,CLI-000518,SUB-003518,,2026-08-07 00:40:43,2026-08-07 08:40:43,Portabilidad,Baja,Cerrado,Web,true,72,7.76,5
TKT-000703,CLI-000535,SUB-003535,CEL-00086,2026-08-07 00:53:06,2026-08-08 11:53:06,Cobertura,Crítica,Cerrado,Call center,true,4,34.69,4
TKT-000704,CLI-000552,SUB-003552,CEL-00025,2026-08-07 01:05:29,2026-08-08 07:05:29,Velocidad,Alta,Cerrado,Tienda,true,8,29.43,4
TKT-000705,CLI-000569,SUB-003569,CEL-00144,2026-08-07 01:17:52,2026-08-07 13:17:52,Llamadas,Alta,Cerrado,WhatsApp,true,8,11.48,
TKT-000706,CLI-000586,SUB-003586,,2026-08-07 01:30:15,2026-08-07 05:30:15,Facturación,Media,Resuelto,App,true,24,3.3,5
TKT-000707,CLI-000603,SUB-003603,,2026-08-07 01:42:38,2026-08-09 20:42:38,Plan,Media,Resuelto,Web,false,24,66.04,2
TKT-000708,CLI-000620,SUB-003620,,2026-08-07 01:55:01,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000709,CLI-000637,SUB-003637,CEL-00080,2026-08-07 02:07:24,,Cobertura,Crítica,En progreso,Tienda,,4,,
TKT-000710,CLI-000654,SUB-003654,CEL-00019,2026-08-07 02:19:47,,Velocidad,Alta,Abierto,WhatsApp,,8,,
TKT-000711,CLI-000671,SUB-003671,CEL-00138,2026-08-07 02:32:10,2026-08-08 16:32:10,Llamadas,Alta,Cerrado,App,true,8,37.21,3
TKT-000712,CLI-000688,SUB-003688,,2026-08-07 02:44:33,2026-08-08 07:44:33,Facturación,Media,Cerrado,Web,true,24,28.84,4
TKT-000713,CLI-000705,SUB-003705,,2026-08-07 02:56:56,2026-08-09 04:56:56,Plan,Media,Cerrado,Call center,true,24,49.2,
TKT-000714,CLI-000722,SUB-003722,,2026-08-07 03:09:19,2026-08-07 10:09:19,Portabilidad,Baja,Cerrado,Tienda,true,72,6.71,5
TKT-000715,CLI-000739,SUB-003739,CEL-00074,2026-08-07 03:21:42,2026-08-09 08:21:42,Cobertura,Crítica,Cerrado,WhatsApp,true,4,53.0,3
TKT-000716,CLI-000756,SUB-003756,CEL-00013,2026-08-07 03:34:05,2026-08-07 14:34:05,Velocidad,Alta,Resuelto,App,true,8,10.01,5
TKT-000717,CLI-000773,SUB-003773,CEL-00132,2026-08-07 03:46:28,2026-08-09 16:46:28,Llamadas,Alta,Resuelto,Web,false,8,60.95,
TKT-000718,CLI-000790,SUB-003790,,2026-08-07 03:58:51,,Facturación,Media,En progreso,Call center,,24,,
TKT-000719,CLI-000807,SUB-003807,,2026-08-07 04:11:14,,Plan,Media,En progreso,Tienda,,24,,
TKT-000720,CLI-000824,SUB-003824,,2026-08-07 04:23:37,,Portabilidad,Baja,Abierto,WhatsApp,,72,,
TKT-000721,CLI-000841,SUB-003841,CEL-00068,2026-08-07 04:36:00,2026-08-10 02:36:00,Cobertura,Crítica,Cerrado,App,true,4,69.52,
TKT-000722,CLI-000858,SUB-003858,CEL-00007,2026-08-07 04:48:23,2026-08-07 10:48:23,Velocidad,Alta,Cerrado,Web,true,8,5.39,5
TKT-000723,CLI-000875,SUB-003875,CEL-00126,2026-08-07 05:00:46,2026-08-10 01:00:46,Llamadas,Alta,Cerrado,Call center,true,8,67.83,2
TKT-000724,CLI-000892,SUB-003892,,2026-08-07 05:13:09,2026-08-08 13:13:09,Facturación,Media,Cerrado,Tienda,true,24,31.23,4
TKT-000725,CLI-000909,SUB-003909,,2026-08-07 05:25:32,2026-08-08 10:25:32,Plan,Media,Cerrado,WhatsApp,true,24,28.17,
TKT-000726,CLI-000926,SUB-003926,,2026-08-07 05:37:55,2026-08-09 01:37:55,Portabilidad,Baja,Resuelto,App,true,72,43.44,3
TKT-000727,CLI-000943,SUB-003943,CEL-00062,2026-08-07 05:50:18,2026-08-08 23:50:18,Cobertura,Crítica,Resuelto,Web,false,4,41.12,3
TKT-000728,CLI-000960,SUB-003960,CEL-00001,2026-08-07 06:02:41,,Velocidad,Alta,En progreso,Call center,,8,,
TKT-000729,CLI-000977,SUB-003977,CEL-00120,2026-08-07 06:15:04,,Llamadas,Alta,En progreso,Tienda,,8,,
TKT-000730,CLI-000994,SUB-003994,,2026-08-07 06:27:27,,Facturación,Media,Abierto,WhatsApp,,24,,
TKT-000731,CLI-001011,SUB-004011,,2026-08-07 06:39:50,2026-08-09 17:39:50,Plan,Media,Cerrado,App,true,24,58.39,2
TKT-000732,CLI-001028,SUB-004028,,2026-08-07 06:52:13,2026-08-09 19:52:13,Portabilidad,Baja,Cerrado,Web,true,72,60.82,2
TKT-000733,CLI-001045,SUB-004045,CEL-00056,2026-08-07 07:04:36,2026-08-08 17:04:36,Cobertura,Crítica,Cerrado,Call center,true,4,33.71,
TKT-000734,CLI-001062,SUB-004062,CEL-00175,2026-08-07 07:16:59,2026-08-10 06:16:59,Velocidad,Alta,Cerrado,Tienda,true,8,70.03,2
TKT-000735,CLI-001079,SUB-004079,CEL-00114,2026-08-07 07:29:22,2026-08-08 20:29:22,Llamadas,Alta,Cerrado,WhatsApp,true,8,36.92,3
TKT-000736,CLI-001096,SUB-004096,,2026-08-07 07:41:45,2026-08-08 10:41:45,Facturación,Media,Resuelto,App,true,24,26.5,4
TKT-000737,CLI-001113,SUB-004113,,2026-08-07 07:54:08,2026-08-09 22:54:08,Plan,Media,Resuelto,Web,false,24,62.78,
TKT-000738,CLI-001130,SUB-004130,,2026-08-07 08:06:31,,Portabilidad,Baja,En progreso,Call center,,72,,
TKT-000739,CLI-001147,SUB-004147,CEL-00050,2026-08-07 08:18:54,,Cobertura,Crítica,En progreso,Tienda,,4,,
