alarm_id,cell_id,opened_at,closed_at,alarm_type,severity,alarm_status,probable_cause,service_impact,affected_users_est,source_system
ALM-000606,CEL-00026,2026-08-06 12:55:55,2026-08-07 06:55:55,Software,Baja,Cerrada,Error de configuración,false,170,Energy Monitor
ALM-000607,CEL-00043,2026-08-06 13:09:06,2026-08-07 20:09:06,Energía,Crítica,Cerrada,Falla de suministro,true,1074,NMS
ALM-000608,CEL-00060,2026-08-06 13:22:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,423,RAN Monitor
ALM-000609,CEL-00077,2026-08-06 13:35:28,,Radio,Alta,Reconocida,Interferencia,true,452,Energy Monitor
ALM-000610,CEL-00094,2026-08-06 13:48:39,,Saturación,Media,Abierta,Alta demanda,true,181,NMS
ALM-000611,CEL-00111,2026-08-06 14:01:50,2026-08-07 01:01:50,Hardware,Media,Cerrada,Módulo degradado,false,210,RAN Monitor
ALM-000612,CEL-00128,2026-08-06 14:15:01,2026-08-07 14:15:01,Software,Baja,Cerrada,Error de configuración,false,144,Energy Monitor
ALM-000613,CEL-00145,2026-08-06 14:28:12,2026-08-08 03:28:12,Energía,Crítica,Cerrada,Falla de suministro,true,1048,NMS
ALM-000614,CEL-00162,2026-08-06 14:41:23,2026-08-08 16:41:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,597,RAN Monitor
ALM-000615,CEL-00179,2026-08-06 14:54:34,2026-08-09 05:54:34,Radio,Alta,Cerrada,Interferencia,true,426,Energy Monitor
ALM-000616,CEL-00016,2026-08-06 15:07:45,2026-08-06 19:07:45,Saturación,Media,Cerrada,Alta demanda,false,155,NMS
ALM-000617,CEL-00033,2026-08-06 15:20:56,2026-08-07 08:20:56,Hardware,Media,Cerrada,Módulo degradado,true,184,RAN Monitor
ALM-000618,CEL-00050,2026-08-06 15:34:07,,Software,Baja,Reconocida,Error de configuración,false,118,Energy Monitor
ALM-000619,CEL-00067,2026-08-06 15:47:18,,Energía,Crítica,Reconocida,Falla de suministro,true,1022,NMS
ALM-000620,CEL-00084,2026-08-06 16:00:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,571,RAN Monitor
ALM-000621,CEL-00101,2026-08-06 16:13:40,2026-08-09 13:13:40,Radio,Alta,Cerrada,Interferencia,true,600,Energy Monitor
ALM-000622,CEL-00118,2026-08-06 16:26:51,2026-08-07 02:26:51,Saturación,Media,Cerrada,Alta demanda,false,129,NMS
ALM-000623,CEL-00135,2026-08-06 16:40:02,2026-08-07 15:40:02,Hardware,Media,Cerrada,Módulo degradado,false,158,RAN Monitor
ALM-000624,CEL-00152,2026-08-06 16:53:13,2026-08-08 04:53:13,Software,Baja,Cerrada,Error de configuración,true,92,Energy Monitor
ALM-000625,CEL-00169,2026-08-06 17:06:24,2026-08-08 18:06:24,Energía,Crítica,Cerrada,Falla de suministro,true,996,NMS
ALM-000626,CEL-00006,2026-08-06 17:19:35,2026-08-09 07:19:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,545,RAN Monitor
ALM-000627,CEL-00023,2026-08-06 17:32:46,2026-08-06 20:32:46,Radio,Alta,Cerrada,Interferencia,true,574,Energy Monitor
ALM-000628,CEL-00040,2026-08-06 17:45:57,,Saturación,Media,Reconocida,Alta demanda,false,303,NMS
ALM-000629,CEL-99999,2026-08-06 17:59:08,,Hardware,Media,Reconocida,Módulo degradado,false,132,RAN Monitor
ALM-000630,CEL-00074,2026-08-06 18:12:19,,Software,Baja,Abierta,Error de configuración,false,66,Energy Monitor
ALM-000631,CEL-00091,2026-08-06 18:25:30,2026-08-09 01:25:30,Energía,Crítica,Cerrada,Falla de suministro,true,970,NMS
ALM-000632,CEL-00108,2026-08-06 18:38:41,2026-08-09 14:38:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,519,RAN Monitor
ALM-000633,CEL-00125,2026-08-06 18:51:52,2026-08-07 03:51:52,Radio,Alta,Cerrada,Interferencia,true,548,Energy Monitor
ALM-000633,CEL-00142,2026-08-06 19:05:03,2026-08-07 17:05:03,Saturación,Media,Cerrada,Alta demanda,false,277,NMS
ALM-000635,CEL-00159,2026-08-06 19:18:14,2026-08-08 06:18:14,Hardware,Media,Cerrada,Módulo degradado,false,306,RAN Monitor
ALM-000636,CEL-00176,2026-08-06 19:31:25,2026-08-08 19:31:25,Software,Baja,Cerrada,Error de configuración,false,40,Energy Monitor
ALM-000637,CEL-00013,2026-08-06 19:44:36,2026-08-09 08:44:36,Energía,Crítica,Cerrada,Falla de suministro,true,944,NMS
ALM-000638,CEL-00030,2026-08-06 19:57:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,493,RAN Monitor
ALM-000639,CEL-00047,2026-08-06 20:10:58,,Radio,Alta,Reconocida,Interferencia,true,522,Energy Monitor
ALM-000640,CEL-00064,2026-08-06 20:24:09,,Saturación,Media,Abierta,Alta demanda,false,251,NMS
ALM-000641,CEL-00081,2026-08-06 20:37:20,2026-08-08 13:37:20,Hardware,Media,Cerrada,Módulo degradado,false,280,RAN Monitor
ALM-000642,CEL-00098,2026-08-06 20:50:31,2026-08-09 02:50:31,Software,Baja,Cerrada,Error de configuración,false,214,Energy Monitor
ALM-000643,CEL-00115,2026-08-06 21:03:42,2026-08-09 16:03:42,Energía,Crítica,Cerrada,Falla de suministro,true,918,NMS
ALM-000644,CEL-00132,2026-08-06 21:16:53,2026-08-07 05:16:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,467,RAN Monitor
ALM-000645,CEL-00149,2026-08-06 21:30:04,2026-08-07 18:30:04,Radio,Alta,Cerrada,Interferencia,true,496,Energy Monitor
ALM-000646,CEL-00166,2026-08-06 21:43:15,2026-08-08 07:43:15,Saturación,Media,Cerrada,Alta demanda,false,225,NMS
ALM-000647,CEL-00003,2026-08-06 21:56:26,2026-08-08 20:56:26,Hardware,Media,Cerrada,Módulo degradado,false,254,RAN Monitor
ALM-000648,CEL-00020,2026-08-06 22:09:37,,Software,Baja,Reconocida,Error de configuración,false,188,Energy Monitor
ALM-000649,CEL-00037,2026-08-06 22:22:48,,Energía,Crítica,Reconocida,Falla de suministro,true,1092,NMS
ALM-000650,CEL-00054,2026-08-06 22:35:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,441,RAN Monitor
ALM-000651,CEL-00071,2026-08-06 22:49:10,2026-08-08 01:49:10,Radio,Alta,Cerrada,Interferencia,true,470,Energy Monitor
ALM-000652,CEL-00088,2026-08-06 23:02:21,2026-08-08 15:02:21,Saturación,Media,Cerrada,Alta demanda,true,199,NMS
ALM-000653,CEL-00105,2026-08-06 23:15:32,2026-08-09 04:15:32,Hardware,Media,Cerrada,Módulo degradado,false,228,RAN Monitor
ALM-000654,CEL-00122,2026-08-06 23:28:43,2026-08-09 17:28:43,Software,Baja,Cerrada,Error de configuración,false,162,Energy Monitor
ALM-000655,CEL-00139,2026-08-06 23:41:54,2026-08-07 06:41:54,Energía,Crítica,Cerrada,Falla de suministro,true,1066,NMS
ALM-000656,CEL-00156,2026-08-06 23:55:05,2026-08-07 19:55:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,615,RAN Monitor
ALM-000657,CEL-00173,2026-08-07 00:08:16,2026-08-08 09:08:16,Radio,Alta,Cerrada,Interferencia,true,444,Energy Monitor
ALM-000658,CEL-00010,2026-08-07 00:21:27,,Saturación,Media,Reconocida,Alta demanda,false,173,NMS
ALM-000659,CEL-00027,2026-08-07 00:34:38,,Hardware,Media,Reconocida,Módulo degradado,true,202,RAN Monitor
ALM-000660,CEL-00044,2026-08-07 00:47:49,,Software,Baja,Abierta,Error de configuración,false,136,Energy Monitor
ALM-000661,CEL-00061,2026-08-07 01:01:00,2026-08-07 14:01:00,Energía,Crítica,Cerrada,Falla de suministro,true,1040,NMS
ALM-000662,CEL-00078,2026-08-07 01:14:11,2026-08-08 03:14:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,589,RAN Monitor
ALM-000663,CEL-00095,2026-08-07 01:27:22,2026-08-08 16:27:22,Radio,Alta,Cerrada,Interferencia,true,618,Energy Monitor
ALM-000664,CEL-00112,2026-08-07 01:40:33,2026-08-09 05:40:33,Saturación,Media,Cerrada,Alta demanda,false,147,NMS
ALM-000665,CEL-00129,2026-08-07 01:53:44,2026-08-09 18:53:44,Hardware,Media,Cerrada,Módulo degradado,false,176,RAN Monitor
ALM-000666,CEL-00146,2026-08-07 02:06:55,2026-08-07 08:06:55,Software,Baja,Cerrada,Error de configuración,true,110,Energy Monitor
ALM-000667,CEL-00163,2026-08-07 02:20:06,2026-08-07 21:20:06,Energía,Crítica,Cerrada,Falla de suministro,true,1014,NMS
ALM-000668,CEL-00180,2026-08-07 02:33:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,563,RAN Monitor
ALM-000669,CEL-00017,2026-08-07 02:46:28,,Radio,Alta,Reconocida,Interferencia,true,592,Energy Monitor
ALM-000670,CEL-00034,2026-08-07 02:59:39,,Saturación,Urgente,Abierta,Alta demanda,false,121,NMS
ALM-000671,CEL-00051,2026-08-07 03:12:50,2026-08-10 02:12:50,Hardware,Media,Cerrada,Módulo degradado,false,150,RAN Monitor
ALM-000672,CEL-00068,2026-08-07 03:26:01,2026-08-07 15:26:01,Software,Baja,Cerrada,Error de configuración,false,84,Energy Monitor
ALM-000673,CEL-00085,2026-08-07 03:39:12,2026-08-08 04:39:12,Energía,Crítica,Cerrada,Falla de suministro,true,988,NMS
ALM-000674,CEL-00102,2026-08-07 03:52:23,2026-08-08 17:52:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,537,RAN Monitor
ALM-000675,CEL-00119,2026-08-07 04:05:34,2026-08-09 07:05:34,Radio,Alta,Cerrada,Interferencia,true,566,Energy Monitor
ALM-000676,CEL-00136,2026-08-07 04:18:45,2026-08-09 20:18:45,Saturación,Media,Cerrada,Alta demanda,false,295,NMS
ALM-000677,CEL-00153,2026-08-07 04:31:56,2026-08-07 09:31:56,Hardware,Media,Cerrada,Módulo degradado,false,124,RAN Monitor
ALM-000678,CEL-00170,2026-08-07 04:45:07,,Software,Baja,Reconocida,Error de configuración,false,58,Energy Monitor
ALM-000679,CEL-00007,2026-08-07 04:58:18,,Energía,Crítica,Reconocida,Falla de suministro,true,962,NMS
ALM-000680,CEL-00024,2026-08-07 05:11:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,511,RAN Monitor
ALM-000681,CEL-00041,2026-08-07 05:24:40,2026-08-09 14:24:40,Radio,Alta,Cerrada,Interferencia,true,540,Energy Monitor
ALM-000682,CEL-00058,2026-08-07 05:37:51,2026-08-10 03:37:51,Saturación,Media,Cerrada,Alta demanda,false,269,NMS
ALM-000683,CEL-00075,2026-08-07 05:51:02,2026-08-07 16:51:02,Hardware,Media,Cerrada,Módulo degradado,false,298,RAN Monitor
ALM-000684,CEL-00092,2026-08-07 06:04:13,2026-08-08 06:04:13,Software,Baja,Cerrada,Error de configuración,false,32,Energy Monitor
ALM-000685,CEL-00109,2026-08-07 06:17:24,2026-08-08 19:17:24,Energía,Crítica,Cerrada,Falla de suministro,true,936,NMS
ALM-000686,CEL-00126,2026-08-07 06:30:35,2026-08-09 08:30:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,485,RAN Monitor
ALM-000687,CEL-00143,2026-08-07 06:43:46,2026-08-09 21:43:46,Radio,Alta,Cerrada,Interferencia,true,514,Energy Monitor
ALM-000688,CEL-00160,2026-08-07 06:56:57,,Saturación,Media,Reconocida,Alta demanda,false,243,NMS
ALM-000689,CEL-00177,2026-08-07 07:10:08,,Hardware,Media,Reconocida,Módulo degradado,false,272,RAN Monitor
ALM-000690,CEL-00014,2026-08-07 07:23:19,,Software,Baja,Abierta,Error de configuración,false,206,Energy Monitor
ALM-000691,CEL-00031,2026-08-07 07:36:30,2026-08-09 02:36:30,Energía,Crítica,Cerrada,Falla de suministro,true,910,NMS
ALM-000692,CEL-00048,2026-08-07 07:49:41,2026-08-09 15:49:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,459,RAN Monitor
ALM-000693,CEL-00065,2026-08-07 08:02:52,2026-08-10 05:02:52,Radio,Alta,Cerrada,Interferencia,true,488,Energy Monitor
ALM-000694,CEL-00082,2026-08-07 08:16:03,2026-08-07 18:16:03,Saturación,Media,Cerrada,Alta demanda,true,217,NMS
ALM-000695,CEL-00099,2026-08-07 08:29:14,2026-08-08 07:29:14,Hardware,Media,Cerrada,Módulo degradado,false,246,RAN Monitor
ALM-000696,CEL-00116,2026-08-07 08:42:25,2026-08-08 20:42:25,Software,Baja,Cerrada,Error de configuración,false,180,Energy Monitor
ALM-000697,CEL-00133,2026-08-07 08:55:36,2026-08-09 09:55:36,Energía,Crítica,Cerrada,Falla de suministro,true,1084,NMS
ALM-000698,CEL-00150,2026-08-07 09:08:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,433,RAN Monitor
ALM-000699,CEL-00167,2026-08-07 09:21:58,,Radio,Alta,Reconocida,Interferencia,true,462,Energy Monitor
ALM-000700,CEL-00004,2026-08-07 09:35:09,,Saturación,Media,Abierta,Alta demanda,false,191,NMS
ALM-000701,CEL-00021,2026-08-07 09:48:20,2026-08-08 14:48:20,Hardware,Media,Cerrada,Módulo degradado,true,220,RAN Monitor
ALM-000702,CEL-00038,2026-08-07 10:01:31,2026-08-09 04:01:31,Software,Baja,Cerrada,Error de configuración,false,154,Energy Monitor
ALM-000703,CEL-00055,2026-08-07 10:14:42,2026-08-09 17:14:42,Energía,Crítica,Cerrada,Falla de suministro,true,1058,NMS
ALM-000704,CEL-00072,2026-08-07 10:27:53,2026-08-10 06:27:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,607,RAN Monitor
ALM-000705,CEL-00089,2026-08-07 10:41:04,2026-08-07 19:41:04,Radio,Alta,Cerrada,Interferencia,true,436,Energy Monitor
ALM-000706,CEL-00106,2026-08-07 10:54:15,2026-08-08 08:54:15,Saturación,Media,Cerrada,Alta demanda,false,165,NMS
ALM-000707,CEL-00123,2026-08-07 11:07:26,2026-08-08 22:07:26,Hardware,Media,Cerrada,Módulo degradado,false,194,RAN Monitor
ALM-000708,CEL-00140,2026-08-07 11:20:37,,Software,Baja,Reconocida,Error de configuración,true,128,Energy Monitor
ALM-000709,CEL-00157,2026-08-07 11:33:48,,Energía,Crítica,Reconocida,Falla de suministro,true,1032,NMS
ALM-000710,CEL-00174,2026-08-07 11:46:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,581,RAN Monitor
ALM-000711,CEL-00011,2026-08-07 12:00:10,2026-08-08 03:00:10,Radio,Alta,Cerrada,Interferencia,true,610,Energy Monitor
ALM-000712,CEL-00028,2026-08-07 12:13:21,2026-08-08 16:13:21,Saturación,Media,Cerrada,Alta demanda,false,139,NMS
ALM-000713,CEL-00045,2026-08-07 12:26:32,2026-08-09 05:26:32,Hardware,Media,Cerrada,Módulo degradado,false,168,RAN Monitor
ALM-000714,CEL-00062,2026-08-07 12:39:43,2026-08-09 18:39:43,Software,Baja,Cerrada,Error de configuración,false,102,Energy Monitor
ALM-000715,CEL-00079,2026-08-07 12:52:54,2026-08-10 07:52:54,Energía,Crítica,Cerrada,Falla de suministro,true,1006,NMS
ALM-000716,CEL-00096,2026-08-07 13:06:05,2026-08-07 21:06:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,555,RAN Monitor
ALM-000717,CEL-00113,2026-08-07 13:19:16,2026-08-08 10:19:16,Radio,Alta,Cerrada,Interferencia,true,584,Energy Monitor
ALM-000718,CEL-00130,2026-08-07 13:32:27,,Saturación,Media,Reconocida,Alta demanda,false,313,NMS
ALM-000719,CEL-00147,2026-08-07 13:45:38,,Hardware,Media,Reconocida,Módulo degradado,false,142,RAN Monitor
ALM-000720,CEL-00164,2026-08-07 13:58:49,,Software,Baja,Abierta,Error de configuración,false,76,Energy Monitor
ALM-000721,CEL-00001,2026-08-07 14:12:00,2026-08-07 15:12:00,Energía,Crítica,Cerrada,Falla de suministro,true,980,NMS
ALM-000722,CEL-00018,2026-08-07 14:25:11,2026-08-08 04:25:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,529,RAN Monitor
ALM-000723,CEL-00035,2026-08-07 14:38:22,2026-08-08 17:38:22,Radio,Alta,Cerrada,Interferencia,true,558,Energy Monitor
ALM-000724,CEL-00052,2026-08-07 14:51:33,2026-08-09 06:51:33,Saturación,Media,Cerrada,Alta demanda,false,287,NMS
ALM-000725,CEL-00069,2026-08-07 15:04:44,2026-08-09 20:04:44,Hardware,Media,Cerrada,Módulo degradado,false,316,RAN Monitor
ALM-000726,CEL-00086,2026-08-07 15:17:55,2026-08-10 09:17:55,Software,Baja,Cerrada,Error de configuración,false,50,Energy Monitor
ALM-000727,CEL-00103,2026-08-07 15:31:06,2026-08-07 22:31:06,Energía,Crítica,Cerrada,Falla de suministro,true,954,NMS
ALM-000728,CEL-00120,2026-08-07 15:44:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,503,RAN Monitor
ALM-000729,CEL-00137,2026-08-07 15:57:28,,Radio,Alta,Reconocida,Interferencia,true,532,Energy Monitor
ALM-000730,CEL-00154,2026-08-07 16:10:39,,Saturación,Media,Abierta,Alta demanda,false,261,NMS
ALM-000731,CEL-00171,2026-08-07 16:23:50,2026-08-10 03:23:50,Hardware,Media,Cerrada,Módulo degradado,false,290,RAN Monitor
ALM-000732,CEL-00008,2026-08-07 16:37:01,2026-08-10 16:37:01,Software,Baja,Cerrada,Error de configuración,false,224,Energy Monitor
ALM-000733,CEL-00025,2026-08-07 16:50:12,2026-08-08 05:50:12,Energía,Crítica,Cerrada,Falla de suministro,true,928,NMS
ALM-000734,CEL-00042,2026-08-07 17:03:23,2026-08-08 19:03:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,477,RAN Monitor
ALM-000735,CEL-00059,2026-08-07 17:16:34,2026-08-09 08:16:34,Radio,Alta,Cerrada,Interferencia,true,506,Energy Monitor
ALM-000736,CEL-00076,2026-08-07 17:29:45,2026-08-09 21:29:45,Saturación,Media,Cerrada,Alta demanda,true,235,NMS
ALM-000737,CEL-00093,2026-08-07 17:42:56,2026-08-10 10:42:56,Hardware,Media,Cerrada,Módulo degradado,false,264,RAN Monitor
ALM-000738,CEL-00110,2026-08-07 17:56:07,,Software,Baja,Reconocida,Error de configuración,false,198,Energy Monitor
ALM-000739,CEL-00127,2026-08-07 18:09:18,,Energía,Crítica,Reconocida,Falla de suministro,true,902,NMS
ALM-000740,CEL-00144,2026-08-07 18:22:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,451,RAN Monitor
ALM-000741,CEL-00161,2026-08-07 18:35:40,2026-08-09 15:35:40,Radio,Alta,Cerrada,Interferencia,true,480,Energy Monitor
ALM-000742,CEL-00178,2026-08-07 18:48:51,2026-08-10 04:48:51,Saturación,Media,Cerrada,Alta demanda,false,209,NMS
ALM-000743,CEL-00015,2026-08-07 19:02:02,2026-08-10 18:02:02,Hardware,Media,Cerrada,Módulo degradado,true,238,RAN Monitor
ALM-000744,CEL-00032,2026-08-07 19:15:13,2026-08-08 07:15:13,Software,Baja,Cerrada,Error de configuración,false,172,Energy Monitor
ALM-000745,CEL-00049,2026-08-07 19:28:24,2026-08-08 20:28:24,Energía,Crítica,Cerrada,Falla de suministro,true,1076,NMS
ALM-000746,CEL-00066,2026-08-07 19:41:35,2026-08-09 09:41:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,425,RAN Monitor
ALM-000747,CEL-00083,2026-08-07 19:54:46,2026-08-09 22:54:46,Radio,Alta,Cerrada,Interferencia,true,454,Energy Monitor
ALM-000748,CEL-00100,2026-08-07 20:07:57,,Saturación,Media,Reconocida,Alta demanda,false,183,NMS
ALM-000749,CEL-00117,2026-08-07 20:21:08,,Hardware,Media,Reconocida,Módulo degradado,false,212,RAN Monitor
ALM-000750,CEL-00134,2026-08-07 20:34:19,,Software,Baja,Abierta,Error de configuración,true,146,Energy Monitor
ALM-000751,CEL-00151,2026-08-07 20:47:30,2026-08-09 03:47:30,Energía,Crítica,Cerrada,Falla de suministro,true,1050,NMS
ALM-000752,CEL-00168,2026-08-07 21:00:41,2026-08-09 17:00:41,Transporte,Alta,Cerrada,Pérdida de enlace,true,599,RAN Monitor
ALM-000753,CEL-00005,2026-08-07 21:13:52,2026-08-10 06:13:52,Radio,Alta,Cerrada,Interferencia,true,428,Energy Monitor
ALM-000754,CEL-00022,2026-08-07 21:27:03,2026-08-10 19:27:03,Saturación,Media,Cerrada,Alta demanda,false,157,NMS
ALM-000755,CEL-00039,2026-08-07 21:40:14,2026-08-08 08:40:14,Hardware,Media,Cerrada,Módulo degradado,false,186,RAN Monitor
ALM-000756,CEL-00056,2026-08-07 21:53:25,2026-08-08 21:53:25,Software,Baja,Cerrada,Error de configuración,false,120,Energy Monitor
ALM-000757,CEL-00073,2026-08-07 22:06:36,2026-08-09 11:06:36,Energía,Crítica,Cerrada,Falla de suministro,true,1024,NMS
ALM-000758,CEL-00090,2026-08-07 22:19:47,,Transporte,Alta,Reconocida,Pérdida de enlace,true,573,RAN Monitor
ALM-000759,CEL-00107,2026-08-07 22:32:58,,Radio,Alta,Reconocida,Interferencia,true,602,Energy Monitor
ALM-000760,CEL-00124,2026-08-07 22:46:09,,Saturación,Media,Abierta,Alta demanda,false,131,NMS
ALM-000761,CEL-00141,2026-08-07 22:59:20,2026-08-08 15:59:20,Hardware,Media,Cerrada,Módulo degradado,false,160,RAN Monitor
ALM-000762,CEL-00158,2026-08-07 23:12:31,2026-08-09 05:12:31,Software,Baja,Cerrada,Error de configuración,false,94,Energy Monitor
ALM-000763,CEL-00175,2026-08-07 23:25:42,2026-08-09 18:25:42,Energía,Crítica,Cerrada,Falla de suministro,true,998,NMS
ALM-000764,CEL-00012,2026-08-07 23:38:53,2026-08-10 07:38:53,Transporte,Alta,Cerrada,Pérdida de enlace,true,547,RAN Monitor
ALM-000765,CEL-00029,2026-08-07 23:52:04,2026-08-10 20:52:04,Radio,Alta,Cerrada,Interferencia,true,576,Energy Monitor
ALM-000766,CEL-00046,2026-08-01 00:05:15,2026-08-01 10:05:15,Saturación,Media,Cerrada,Alta demanda,false,305,NMS
ALM-000767,CEL-00063,2026-08-01 00:18:26,2026-08-01 23:18:26,Hardware,Media,Cerrada,Módulo degradado,false,134,RAN Monitor
ALM-000768,CEL-00080,2026-08-01 00:31:37,,Software,Baja,Reconocida,Error de configuración,false,68,Energy Monitor
ALM-000769,CEL-00097,2026-08-01 00:44:48,,Energía,Crítica,Reconocida,Falla de suministro,true,972,NMS
ALM-000770,CEL-00114,2026-08-01 00:57:59,,Transporte,Alta,Abierta,Pérdida de enlace,true,521,RAN Monitor
ALM-000771,CEL-00131,2026-08-01 01:11:10,2026-08-01 04:11:10,Radio,Alta,Cerrada,Interferencia,true,550,Energy Monitor
ALM-000772,CEL-00148,2026-08-01 01:24:21,2026-08-01 17:24:21,Saturación,Media,Cerrada,Alta demanda,false,279,NMS
ALM-000773,CEL-00165,2026-08-01 01:37:32,2026-08-02 06:37:32,Hardware,Media,Cerrada,Módulo degradado,false,308,RAN Monitor
ALM-000774,CEL-00002,2026-08-01 01:50:43,2026-08-02 19:50:43,Software,Baja,Cerrada,Error de configuración,false,42,Energy Monitor
ALM-000775,CEL-00019,2026-08-01 02:03:54,2026-08-03 09:03:54,Energía,Crítica,Cerrada,Falla de suministro,true,946,NMS
ALM-000776,CEL-00036,2026-08-01 02:17:05,2026-08-03 22:17:05,Transporte,Alta,Cerrada,Pérdida de enlace,true,495,RAN Monitor
ALM-000777,CEL-00053,2026-08-01 02:30:16,2026-08-01 11:30:16,Radio,Alta,Cerrada,Interferencia,true,524,Energy Monitor
ALM-000778,CEL-00070,2026-08-01 02:43:27,,Saturación,Media,Reconocida,Alta demanda,true,253,NMS
ALM-000779,CEL-00087,2026-08-01 02:56:38,,Hardware,Media,Reconocida,Módulo degradado,false,282,RAN Monitor
ALM-000780,CEL-00104,2026-08-01 03:09:49,,Software,Baja,Abierta,Error de configuración,false,216,Energy Monitor
ALM-000781,CEL-00121,2026-08-01 03:23:00,2026-08-03 16:23:00,Energía,Crítica,Cerrada,Falla de suministro,true,920,NMS
ALM-000782,CEL-00138,2026-08-01 03:36:11,2026-08-01 05:36:11,Transporte,Alta,Cerrada,Pérdida de enlace,true,469,RAN Monitor
ALM-000783,CEL-00155,2026-08-01 03:49:22,2026-08-01 18:49:22,Radio,Alta,Cerrada,Interferencia,true,498,Energy Monitor
ALM-000784,CEL-00172,2026-08-01 04:02:33,2026-08-02 08:02:33,Saturación,Media,Cerrada,Alta demanda,false,227,NMS
ALM-000785,CEL-00009,2026-08-01 04:15:44,2026-08-02 21:15:44,Hardware,Media,Cerrada,Módulo degradado,true,256,RAN Monitor
ALM-000786,CEL-99999,2026-08-01 04:28:55,2026-08-03 10:28:55,Software,Baja,Cerrada,Error de configuración,false,190,Energy Monitor
ALM-000787,CEL-00043,2026-08-01 04:42:06,2026-08-03 23:42:06,Energía,Crítica,Cerrada,Falla de suministro,true,1094,NMS
ALM-000788,CEL-00060,2026-08-01 04:55:17,,Transporte,Alta,Reconocida,Pérdida de enlace,true,443,RAN Monitor
ALM-000789,CEL-00077,2026-08-01 05:08:28,,Radio,Alta,Reconocida,Interferencia,true,472,Energy Monitor
ALM-000790,CEL-00094,2026-08-01 05:21:39,,Saturación,Media,Abierta,Alta demanda,false,201,NMS
ALM-000791,CEL-00111,2026-08-01 05:34:50,2026-08-03 04:34:50,Hardware,Media,Cerrada,Módulo degradado,false,230,RAN Monitor
ALM-000792,CEL-00128,2026-08-01 05:48:01,2026-08-03 17:48:01,Software,Baja,Cerrada,Error de configuración,true,164,Energy Monitor
ALM-000793,CEL-00145,2026-08-01 06:01:12,2026-08-01 07:01:12,Energía,Crítica,Cerrada,Falla de suministro,true,1068,NMS
ALM-000794,CEL-00162,2026-08-01 06:14:23,2026-08-01 20:14:23,Transporte,Alta,Cerrada,Pérdida de enlace,true,617,RAN Monitor
ALM-000795,CEL-00179,2026-08-01 06:27:34,2026-08-02 09:27:34,Radio,Alta,Cerrada,Interferencia,true,446,Energy Monitor
ALM-000796,CEL-00016,2026-08-01 06:40:45,2026-08-02 22:40:45,Saturación,Media,Cerrada,Alta demanda,false,175,NMS
ALM-000797,CEL-00033,2026-08-01 06:53:56,2026-08-01 04:53:56,Hardware,Media,Cerrada,Módulo degradado,false,204,RAN Monitor
ALM-000798,CEL-00050,2026-08-01 07:07:07,,Software,Baja,Reconocida,Error de configuración,false,138,Energy Monitor
ALM-000799,CEL-00067,2026-08-01 07:20:18,,Energía,Crítica,Reconocida,Falla de suministro,true,1042,NMS
ALM-000800,CEL-00084,2026-08-01 07:33:29,,Transporte,Alta,Abierta,Pérdida de enlace,true,591,RAN Monitor
ALM-000801,CEL-00101,2026-08-01 07:46:40,2026-08-02 16:46:40,Radio,Alta,Cerrada,Interferencia,true,420,Energy Monitor
ALM-000802,CEL-00118,2026-08-01 07:59:51,2026-08-03 05:59:51,Saturación,Media,Cerrada,Alta demanda,false,149,NMS
ALM-000803,CEL-00135,2026-08-01 08:13:02,2026-08-03 19:13:02,Hardware,Media,Cerrada,Módulo degradado,false,178,RAN Monitor
ALM-000804,CEL-00152,2026-08-01 08:26:13,2026-08-04 08:26:13,Software,Baja,Cerrada,Error de configuración,false,112,Energy Monitor
ALM-000805,CEL-00169,2026-08-01 08:39:24,2026-08-01 21:39:24,Energía,Crítica,Cerrada,Falla de suministro,true,1016,NMS
ALM-000806,CEL-00006,2026-08-01 08:52:35,2026-08-02 10:52:35,Transporte,Alta,Cerrada,Pérdida de enlace,true,565,RAN Monitor
ALM-000807,CEL-00023,2026-08-01 09:05:46,2026-08-03 00:05:46,Radio,Alta,Cerrada,Interferencia,true,594,Energy Monitor
